cmd,pageIndex,pageSubIndex,pageUnit,pageSize,subPageSize,firstIndex,lastIndex,recordCountPerPage,currentPage,searchWord,searchKey,sgId,subSgId,sgName,menuId,menuName,upperMenuId,urlPathName,menuDepth,menuSgId,cvId,cvName,wiwsidocode,wiwid,wiwname,sortYn,sggid,sggname,hSgId,hRegionId,hGuId,hSggId,sgBireYn,jdid,jdname,huboid,hbjname,hbjgiho,hbjjikup,hbjhakruk,cnt,sgTypecode,filename,fileinfo,fileTypeCode,filePathName,updtFileName,fileTypeName,psgId,psidoId,pwiwid,psggid,psubSgId,roleId,phGuId,atchSeqNo,hbjgihosangse,hSubSgId,psggname,elecEndYn,fileDispYn,pdfLink
I,1,1,10,10,10,1,1,10,1,,,20200415,,,,,,,,,,,,,,,2310201,남구갑,,,,,,2080,민생당,100135192,강석구,3,진산선무(주) 대표이사,울산대학교 일반대학원 졸업(경제학박사),28,,Gsg3102/Hb100135192/gicho/thumbnail.100135192.JPG,선거공보||20200415/PDF/PBINFO/3102/003_100135192_20200402_1.pdf||,,,,,,,,,,,,,,,,,Y,http://policy.nec.go.kr/plc/common/downloadFile.do?requestedFileName=100135192.pdf&requestedFullPath=20200415/PDF/PBINFO/3102/003_100135192_20200402_1.pdf
I,1,1,10,10,10,1,1,10,1,,,20200415,,,,,,,,,,,,,,,2310201,남구갑,,,,,,5031,국가혁명배당금당,100137314,이수복,7,사회복지사,위덕대학교 불교대학원 불교학과 졸업(문학석사),28,,Gsg3102/Hb100137314/gicho/thumbnail.100137314.JPG,선거공보||20200415/PDF/PBINFO/3102/003_100137314_20200402_1.pdf||,,,,,,,,,,,,,,,,,Y,http://policy.nec.go.kr/plc/common/downloadFile.do?requestedFileName=100137314.pdf&requestedFullPath=20200415/PDF/PBINFO/3102/003_100137314_20200402_1.pdf
I,1,1,10,10,10,1,1,10,1,,,20200415,,,,,,,,,,,,,,,2310202,남구을,,,,,,100,더불어민주당,100135327,박성진,1,정치인,울산전문대학 공업경영과 졸업,28,,Gsg3102/Hb100135327/gicho/thumbnail.100135327.JPG,선거공보||20200415/PDF/PBINFO/3102/003_100135327_20200402_1.pdf||,,,,,,,,,,,,,,,,,Y,http://policy.nec.go.kr/plc/common/downloadFile.do?requestedFileName=100135327.pdf&requestedFullPath=20200415/PDF/PBINFO/3102/003_100135327_20200402_1.pdf
I,1,1,10,10,10,1,1,10,1,,,20200415,,,,,,,,,,,,,,,2310202,남구을,,,,,,200,미래통합당,100136597,김기현,2,정당인,서울대학교 법학과 졸업,28,,Gsg3102/Hb100136597/gicho/thumbnail.100136597.JPG,선거공보||20200415/PDF/PBINFO/3102/003_100136597_20200402_2.pdf||,,,,,,,,,,,,,,,,,Y,http://policy.nec.go.kr/plc/common/downloadFile.do?requestedFileName=100136597.pdf&requestedFullPath=20200415/PDF/PBINFO/3102/003_100136597_20200402_2.pdf
I,1,1,10,10,10,1,1,10,1,,,20200415,,,,,,,,,,,,,,,2310202,남구을,,,,,,5031,국가혁명배당금당,100135709,박병욱,7,정당인,"미국 피츠버그대학교 화학과 대학원졸업(이학박사, 1981.9 ~ 1985.8.)",28,,Gsg3102/Hb100135709/gicho/thumbnail.100135709.JPG,선거공보||20200415/PDF/PBINFO/3102/003_100135709_20200402_1.pdf||,,,,,,,,,,,,,,,,,Y,http://policy.nec.go.kr/plc/common/downloadFile.do?requestedFileName=100135709.pdf&requestedFullPath=20200415/PDF/PBINFO/3102/003_100135709_20200402_1.pdf
I,1,1,10,10,10,1,1,10,1,,,20200415,,,,,,,,,,,,,,,2410101,수원시갑,,,,,,100,더불어민주당,100134971,김승원,1,법무법인 호민 대표 변호사,서울대학교 법과대학 공법학과 졸업,240,,Gsg4101/Hb100134971/gicho/thumbnail.100134971.JPG,선거공보||20200415/PDF/PBINFO/4101/003_100134971_20200401_1.pdf||,,,,,,,,,,,,,,,,,Y,http://policy.nec.go.kr/plc/common/downloadFile.do?requestedFileName=100134971.pdf&requestedFullPath=20200415/PDF/PBINFO/4101/003_100134971_20200401_1.pdf
I,1,1,10,10,10,1,1,10,1,,,20200415,,,,,,,,,,,,,,,2410101,수원시갑,,,,,,200,미래통합당,100135008,이창성,2,정당인,고려대학교 공학대학원 졸업(공학석사),240,,Gsg4101/Hb100135008/gicho/thumbnail.100135008.JPG,선거공보||20200415/PDF/PBINFO/4101/003_100135008_20200401_1.pdf||,,,,,,,,,,,,,,,,,Y,http://policy.nec.go.kr/plc/common/downloadFile.do?requestedFileName=100135008.pdf&requestedFullPath=20200415/PDF/PBINFO/4101/003_100135008_20200401_1.pdf
I,1,1,10,10,10,1,1,10,1,,,20200415,,,,,,,,,,,,,,,2410101,수원시갑,,,,,,5031,국가혁명배당금당,100136256,변진선,7,정당인,미기재,240,,Gsg4101/Hb100136256/gicho/thumbnail.100136256.JPG,선거공보||20200415/PDF/PBINFO/4101/003_100136256_20200401_1.pdf||,,,,,,,,,,,,,,,,,Y,http://policy.nec.go.kr/plc/common/downloadFile.do?requestedFileName=100136256.pdf&requestedFullPath=20200415/PDF/PBINFO/4101/003_100136256_20200401_1.pdf
I,1,1,10,10,10,1,1,10,1,,,20200415,,,,,,,,,,,,,,,2410201,수원시을,,,,,,100,더불어민주당,100137315,백혜련,1,국회의원,고려대학교 문과대학 사회학과 졸업,240,,Gsg4102/Hb100137315/gicho/thumbnail.100137315.JPG,선거공보||20200415/PDF/PBINFO/4102/003_100137315_20200402_1.pdf||,,,,,,,,,,,,,,,,,Y,http://policy.nec.go.kr/plc/common/downloadFile.do?requestedFileName=100137315.pdf&requestedFullPath=20200415/PDF/PBINFO/4102/003_100137315_20200402_1.pdf
I,1,1,10,10,10,1,1,10,1,,,20200415,,,,,,,,,,,,,,,2410201,수원시을,,,,,,200,미래통합당,100135240,정미경,2,변호사,고려대학교 법과대학 법학과 졸업,240,,Gsg4102/Hb100135240/gicho/thumbnail.100135240.JPG,선거공보||20200415/PDF/PBINFO/4102/003_100135240_20200402_1.pdf||,,,,,,,,,,,,,,,,,Y,http://policy.nec.go.kr/plc/common/downloadFile.do?requestedFileName=100135240.pdf&requestedFullPath=20200415/PDF/PBINFO/4102/003_100135240_20200402_1.pdf
I,1,1,10,10,10,1,1,10,1,,,20200415,,,,,,,,,,,,,,,2410201,수원시을,,,,,,5031,국가혁명배당금당,100135313,황지윤,7,정당인,한국방송통신대학교 보건환경학과 1학년 재학,240,,Gsg4102/Hb100135313/gicho/thumbnail.100135313.JPG,선거공보||20200415/PDF/PBINFO/4102/003_100135313_20200402_1.pdf||,,,,,,,,,,,,,,,,,Y,http://policy.nec.go.kr/plc/common/downloadFile.do?requestedFileName=100135313.pdf&requestedFullPath=20200415/PDF/PBINFO/4102/003_100135313_20200402_1.pdf
I,1,1,10,10,10,1,1,10,1,,,20200415,,,,,,,,,,,,,,,2410301,수원시병,,,,,,100,더불어민주당,100137250,김영진,1,국회의원,중앙대학교 경영학과 졸업,240,,Gsg4103/Hb100137250/gicho/thumbnail.100137250.JPG,선거공보||20200415/PDF/PBINFO/4103/003_100137250_20200404_1.pdf||,,,,,,,,,,,,,,,,,Y,http://policy.nec.go.kr/plc/common/downloadFile.do?requestedFileName=100137250.pdf&requestedFullPath=20200415/PDF/PBINFO/4103/003_100137250_20200404_1.pdf
I,1,1,10,10,10,1,1,10,1,,,20200415,,,,,,,,,,,,,,,2410301,수원시병,,,,,,200,미래통합당,100134648,김용남,2,법무법인 일호 대표 변호사,서울대학교 법과대학 사법학과 졸업,240,,Gsg4103/Hb100134648/gicho/thumbnail.100134648.JPG,선거공보||20200415/PDF/PBINFO/4103/003_100134648_20200404_1.pdf||,,,,,,,,,,,,,,,,,Y,http://policy.nec.go.kr/plc/common/downloadFile.do?requestedFileName=100134648.pdf&requestedFullPath=20200415/PDF/PBINFO/4103/003_100134648_20200404_1.pdf
I,1,1,10,10,10,1,1,10,1,,,20200415,,,,,,,,,,,,,,,2410301,수원시병,,,,,,730,정의당,100136642,박예휘,6,정당인(정의당 부대표),미기재,240,,Gsg4103/Hb100136642/gicho/thumbnail.100136642.JPG,선거공보||20200415/PDF/PBINFO/4103/003_100136642_20200404_1.pdf||,,,,,,,,,,,,,,,,,Y,http://policy.nec.go.kr/plc/common/downloadFile.do?requestedFileName=100136642.pdf&requestedFullPath=20200415/PDF/PBINFO/4103/003_100136642_20200404_1.pdf
I,1,1,10,10,10,1,1,10,1,,,20200415,,,,,,,,,,,,,,,2410301,수원시병,,,,,,5000,우리공화당,100137610,진재범,7,미국변호사,연세대학교 정치외교학과 졸업,240,,Gsg4103/Hb100137610/gicho/thumbnail.100137610.JPG,선거공보||20200415/PDF/PBINFO/4103/003_100137610_20200404_1.pdf||,,,,,,,,,,,,,,,,,Y,http://policy.nec.go.kr/plc/common/downloadFile.do?requestedFileName=100137610.pdf&requestedFullPath=20200415/PDF/PBINFO/4103/003_100137610_20200404_1.pdf
I,1,1,10,10,10,1,1,10,1,,,20200415,,,,,,,,,,,,,,,2410301,수원시병,,,,,,5010,민중당,100135173,임미숙,8,정당인,"성균관대학교 섬유공학과 중퇴(2년, 1988.3월~1990.2월)",240,,Gsg4103/Hb100135173/gicho/thumbnail.100135173.JPG,선거공보||20200415/PDF/PBINFO/4103/003_100135173_20200404_1.pdf||,,,,,,,,,,,,,,,,,Y,http://policy.nec.go.kr/plc/common/downloadFile.do?requestedFileName=100135173.pdf&requestedFullPath=20200415/PDF/PBINFO/4103/003_100135173_20200404_1.pdf
I,1,1,10,10,10,1,1,10,1,,,20200415,,,,,,,,,,,,,,,2410401,수원시정,,,,,,100,더불어민주당,100137627,박광온,1,국회의원,고려대학교 사회학과 졸업,240,,Gsg4104/Hb100137627/gicho/thumbnail.100137627.JPG,선거공보||20200415/PDF/PBINFO/4104/003_100137627_20200404_1.pdf||,,,,,,,,,,,,,,,,,Y,http://policy.nec.go.kr/plc/common/downloadFile.do?requestedFileName=100137627.pdf&requestedFullPath=20200415/PDF/PBINFO/4104/003_100137627_20200404_1.pdf
I,1,1,10,10,10,1,1,10,1,,,20200415,,,,,,,,,,,,,,,2420101,춘천시철원군화천군양구군갑,,,,,,100,더불어민주당,100134571,허영,1,정당인,고려대학교 정책대학원 석사과정 국제관계학과 수료,37,,Gsg4201/Hb100134571/gicho/thumbnail.100134571.JPG,선거공보||20200415/PDF/PBINFO/4201/003_100134571_20200403_1.pdf||,,,,,,,,,,,,,,,,,Y,http://policy.nec.go.kr/plc/common/downloadFile.do?requestedFileName=100134571.pdf&requestedFullPath=20200415/PDF/PBINFO/4201/003_100134571_20200403_1.pdf
I,1,1,10,10,10,1,1,10,1,,,20200415,,,,,,,,,,,,,,,2420101,춘천시철원군화천군양구군갑,,,,,,200,미래통합당,100137508,김진태,2,국회의원,서울대학교 법과대학 공법학과 졸업,37,,Gsg4201/Hb100137508/gicho/thumbnail.100137508.JPG,선거공보||20200415/PDF/PBINFO/4201/003_100137508_20200403_1.pdf||,,,,,,,,,,,,,,,,,Y,http://policy.nec.go.kr/plc/common/downloadFile.do?requestedFileName=100137508.pdf&requestedFullPath=20200415/PDF/PBINFO/4201/003_100137508_20200403_1.pdf
I,1,1,10,10,10,1,1,10,1,,,20200415,,,,,,,,,,,,,,,2420101,춘천시철원군화천군양구군갑,,,,,,730,정의당,100134579,엄재철,6,정당인,강원대학교 산업공학과 졸업,37,,Gsg4201/Hb100134579/gicho/thumbnail.100134579.JPG,선거공보||20200415/PDF/PBINFO/4201/003_100134579_20200403_1.pdf||,,,,,,,,,,,,,,,,,Y,http://policy.nec.go.kr/plc/common/downloadFile.do?requestedFileName=100134579.pdf&requestedFullPath=20200415/PDF/PBINFO/4201/003_100134579_20200403_1.pdf
I,1,1,10,10,10,1,1,10,1,,,20200415,,,,,,,,,,,,,,,2420101,춘천시철원군화천군양구군갑,,,,,,5031,국가혁명배당금당,100135279,한준모,7,주식회사 에이치엔써지컬 대표,연세대학교 임상병리학과 졸업,37,,Gsg4201/Hb100135279/gicho/thumbnail.100135279.JPG,선거공보||20200415/PDF/PBINFO/4201/003_100135279_20200403_1.pdf||,,,,,,,,,,,,,,,,,Y,http://policy.nec.go.kr/plc/common/downloadFile.do?requestedFileName=100135279.pdf&requestedFullPath=20200415/PDF/PBINFO/4201/003_100135279_20200403_1.pdf
I,1,1,10,10,10,1,1,10,1,,,20200415,,,,,,,,,,,,,,,2420102,춘천시철원군화천군양구군을,,,,,,100,더불어민주당,100136416,정만호,1,정당인,고려대학교 정경대학 경제학과 졸업,37,,Gsg4201/Hb100136416/gicho/thumbnail.100136416.JPG,선거공보||20200415/PDF/PBINFO/4201/003_100136416_20200403_1.pdf||,,,,,,,,,,,,,,,,,Y,http://policy.nec.go.kr/plc/common/downloadFile.do?requestedFileName=100136416.pdf&requestedFullPath=20200415/PDF/PBINFO/4201/003_100136416_20200403_1.pdf
I,1,1,10,10,10,1,1,10,1,,,20200415,,,,,,,,,,,,,,,2420102,춘천시철원군화천군양구군을,,,,,,200,미래통합당,100134586,한기호,2,정당인,육군사관학교 졸업,37,,Gsg4201/Hb100134586/gicho/thumbnail.100134586.JPG,선거공보||20200415/PDF/PBINFO/4201/003_100134586_20200404_2.pdf||,,,,,,,,,,,,,,,,,Y,http://policy.nec.go.kr/plc/common/downloadFile.do?requestedFileName=100134586.pdf&requestedFullPath=20200415/PDF/PBINFO/4201/003_100134586_20200404_2.pdf
I,1,1,10,10,10,1,1,10,1,,,20200415,,,,,,,,,,,,,,,2420102,춘천시철원군화천군양구군을,,,,,,5031,국가혁명배당금당,100137359,유우림,7,건축업,함창고등학교 졸업,37,,Gsg4201/Hb100137359/gicho/thumbnail.100137359.JPG,선거공보||20200415/PDF/PBINFO/4201/003_100137359_20200403_1.pdf||,,,,,,,,,,,,,,,,,Y,http://policy.nec.go.kr/plc/common/downloadFile.do?requestedFileName=100137359.pdf&requestedFullPath=20200415/PDF/PBINFO/4201/003_100137359_20200403_1.pdf
I,1,1,10,10,10,1,1,10,1,,,20200415,,,,,,,,,,,,,,,2420202,원주시갑,,,,,,100,더불어민주당,100137402,이광재,1,정당인,연세대학교 법과대학 법학과 졸업,37,,Gsg4202/Hb100137402/gicho/thumbnail.100137402.JPG,선거공보||20200415/PDF/PBINFO/4202/003_100137402_20200404_2.pdf||,,,,,,,,,,,,,,,,,Y,http://policy.nec.go.kr/plc/common/downloadFile.do?requestedFileName=100137402.pdf&requestedFullPath=20200415/PDF/PBINFO/4202/003_100137402_20200404_2.pdf
I,1,1,10,10,10,1,1,10,1,,,20200415,,,,,,,,,,,,,,,2420202,원주시갑,,,,,,200,미래통합당,100137751,박정하,2,정당인,고려대학교 농업경제학과 졸업,37,,Gsg4202/Hb100137751/gicho/thumbnail.100137751.JPG,선거공보||20200415/PDF/PBINFO/4202/003_100137751_20200403_1.pdf||,,,,,,,,,,,,,,,,,Y,http://policy.nec.go.kr/plc/common/downloadFile.do?requestedFileName=100137751.pdf&requestedFullPath=20200415/PDF/PBINFO/4202/003_100137751_20200403_1.pdf
I,1,1,10,10,10,1,1,10,1,,,20200415,,,,,,,,,,,,,,,2420202,원주시갑,,,,,,5000,우리공화당,100138029,이강범,7,정당인,상지대학교 법학과 졸업,37,,Gsg4202/Hb100138029/gicho/thumbnail.100138029.JPG,선거공보||20200415/PDF/PBINFO/4202/003_100138029_20200404_2.pdf||,,,,,,,,,,,,,,,,,Y,http://policy.nec.go.kr/plc/common/downloadFile.do?requestedFileName=100138029.pdf&requestedFullPath=20200415/PDF/PBINFO/4202/003_100138029_20200404_2.pdf
I,1,1,10,10,10,1,1,10,1,,,20200415,,,,,,,,,,,,,,,2420202,원주시갑,,,,,,5031,국가혁명배당금당,100137742,정상균,8,경비원,순천월전중학교 졸업,37,,Gsg4202/Hb100137742/gicho/thumbnail.100137742.JPG,선거공보||20200415/PDF/PBINFO/4202/003_100137742_20200403_1.pdf||,,,,,,,,,,,,,,,,,Y,http://policy.nec.go.kr/plc/common/downloadFile.do?requestedFileName=100137742.pdf&requestedFullPath=20200415/PDF/PBINFO/4202/003_100137742_20200403_1.pdf
I,1,1,10,10,10,1,1,10,1,,,20200415,,,,,,,,,,,,,,,2420202,원주시갑,,,,,,9999,무소속,100137758,권성중,9,변호사,한양대학교 법학과 졸업,37,,Gsg4202/Hb100137758/gicho/thumbnail.100137758.JPG,선거공보||20200415/PDF/PBINFO/4202/003_100137758_20200403_1.pdf||,,,,,,,,,,,,,,,,,Y,http://policy.nec.go.kr/plc/common/downloadFile.do?requestedFileName=100137758.pdf&requestedFullPath=20200415/PDF/PBINFO/4202/003_100137758_20200403_1.pdf
I,1,1,10,10,10,1,1,10,1,,,20200415,,,,,,,,,,,,,,,2430101,청주시상당구,,,,,,100,더불어민주당,100134650,정정순,1,정당인,청주대학교 대학원 행정학과 박사과정 수료,30,,Gsg4301/Hb100134650/gicho/thumbnail.100134650.JPG,선거공보||20200415/PDF/PBINFO/4301/003_100134650_20200404_1.pdf||,,,,,,,,,,,,,,,,,Y,http://policy.nec.go.kr/plc/common/downloadFile.do?requestedFileName=100134650.pdf&requestedFullPath=20200415/PDF/PBINFO/4301/003_100134650_20200404_1.pdf
I,1,1,10,10,10,1,1,10,1,,,20200415,,,,,,,,,,,,,,,2430101,청주시상당구,,,,,,200,미래통합당,100134749,윤갑근,2,법무법인 청녕 대표 변호사,성균관대학교 법학과 졸업,30,,Gsg4301/Hb100134749/gicho/thumbnail.100134749.JPG,선거공보||20200415/PDF/PBINFO/4301/003_100134749_20200404_1.pdf||,,,,,,,,,,,,,,,,,Y,http://policy.nec.go.kr/plc/common/downloadFile.do?requestedFileName=100134749.pdf&requestedFullPath=20200415/PDF/PBINFO/4301/003_100134749_20200404_1.pdf
I,1,1,10,10,10,1,1,10,1,,,20200415,,,,,,,,,,,,,,,2430101,청주시상당구,,,,,,2080,민생당,100137596,김홍배,3,보건에너지 대표,서원대학교 경영학과 졸업,30,,Gsg4301/Hb100137596/gicho/thumbnail.100137596.JPG,선거공보||20200415/PDF/PBINFO/4301/003_100137596_20200404_1.pdf||,,,,,,,,,,,,,,,,,Y,http://policy.nec.go.kr/plc/common/downloadFile.do?requestedFileName=100137596.pdf&requestedFullPath=20200415/PDF/PBINFO/4301/003_100137596_20200404_1.pdf
I,1,1,10,10,10,1,1,10,1,,,20200415,,,,,,,,,,,,,,,2430101,청주시상당구,,,,,,730,정의당,100136919,김종대,6,국회의원,연세대학교 경제학과 졸업,30,,Gsg4301/Hb100136919/gicho/thumbnail.100136919.JPG,선거공보||20200415/PDF/PBINFO/4301/003_100136919_20200404_1.pdf||,,,,,,,,,,,,,,,,,Y,http://policy.nec.go.kr/plc/common/downloadFile.do?requestedFileName=100136919.pdf&requestedFullPath=20200415/PDF/PBINFO/4301/003_100136919_20200404_1.pdf
I,1,1,10,10,10,1,1,10,1,,,20200415,,,,,,,,,,,,,,,2430101,청주시상당구,,,,,,5031,국가혁명배당금당,100135605,홍경희,7,설비업,미기재,30,,Gsg4301/Hb100135605/gicho/thumbnail.100135605.JPG,선거공보||20200415/PDF/PBINFO/4301/003_100135605_20200404_1.pdf||,,,,,,,,,,,,,,,,,Y,http://policy.nec.go.kr/plc/common/downloadFile.do?requestedFileName=100135605.pdf&requestedFullPath=20200415/PDF/PBINFO/4301/003_100135605_20200404_1.pdf
I,1,1,10,10,10,1,1,10,1,,,20200415,,,,,,,,,,,,,,,2430201,청주시서원구,,,,,,100,더불어민주당,100136234,이장섭,1,정당인,충북대학교 국어국문학과 졸업,30,,Gsg4314/Hb100136234/gicho/thumbnail.100136234.JPG,선거공보||20200415/PDF/PBINFO/4314/003_100136234_20200404_1.pdf||,,,,,,,,,,,,,,,,,Y,http://policy.nec.go.kr/plc/common/downloadFile.do?requestedFileName=100136234.pdf&requestedFullPath=20200415/PDF/PBINFO/4314/003_100136234_20200404_1.pdf
I,1,1,10,10,10,1,1,10,1,,,20200415,,,,,,,,,,,,,,,2430201,청주시서원구,,,,,,200,미래통합당,100134883,최현호,2,충북대학교 초빙교수,충북대학교 대학원 졸업(법학박사),30,,Gsg4314/Hb100134883/gicho/thumbnail.100134883.JPG,선거공보||20200415/PDF/PBINFO/4314/003_100134883_20200404_1.pdf||,,,,,,,,,,,,,,,,,Y,http://policy.nec.go.kr/plc/common/downloadFile.do?requestedFileName=100134883.pdf&requestedFullPath=20200415/PDF/PBINFO/4314/003_100134883_20200404_1.pdf
I,1,1,10,10,10,1,1,10,1,,,20200415,,,,,,,,,,,,,,,2430201,청주시서원구,,,,,,2080,민생당,100134951,이창록,3,(주)승민디엔씨 대표,고려대학교 경영정보대학원 재학중,30,,Gsg4314/Hb100134951/gicho/thumbnail.100134951.JPG,선거공보||20200415/PDF/PBINFO/4314/003_100134951_20200404_1.pdf||,,,,,,,,,,,,,,,,,Y,http://policy.nec.go.kr/plc/common/downloadFile.do?requestedFileName=100134951.pdf&requestedFullPath=20200415/PDF/PBINFO/4314/003_100134951_20200404_1.pdf
I,1,1,10,10,10,1,1,10,1,,,20200415,,,,,,,,,,,,,,,2430201,청주시서원구,,,,,,5031,국가혁명배당금당,100135253,김민수,7,용접프리랜서,청주공업고등학교중퇴(1983.3.5.~1983.5.17.),30,,Gsg4314/Hb100135253/gicho/thumbnail.100135253.JPG,선거공보||20200415/PDF/PBINFO/4314/003_100135253_20200404_1.pdf||,,,,,,,,,,,,,,,,,Y,http://policy.nec.go.kr/plc/common/downloadFile.do?requestedFileName=100135253.pdf&requestedFullPath=20200415/PDF/PBINFO/4314/003_100135253_20200404_1.pdf
I,1,1,10,10,10,1,1,10,1,,,20200415,,,,,,,,,,,,,,,2430202,청주시흥덕구,,,,,,100,더불어민주당,100137418,도종환,1,국회의원,충남대학교 대학원 졸업(문학박사),30,,Gsg4302/Hb100137418/gicho/thumbnail.100137418.JPG,선거공보||20200415/PDF/PBINFO/4302/003_100137418_20200403_1.pdf||,,,,,,,,,,,,,,,,,Y,http://policy.nec.go.kr/plc/common/downloadFile.do?requestedFileName=100137418.pdf&requestedFullPath=20200415/PDF/PBINFO/4302/003_100137418_20200403_1.pdf
I,1,1,10,10,10,1,1,10,1,,,20200415,,,,,,,,,,,,,,,2430202,청주시흥덕구,,,,,,200,미래통합당,100137419,정우택,2,국회의원,미국 하와이대학교 대학원 졸업(경제학박사)(1984.6~1987.5),30,,Gsg4302/Hb100137419/gicho/thumbnail.100137419.JPG,선거공보||20200415/PDF/PBINFO/4302/003_100137419_20200403_1.pdf||,,,,,,,,,,,,,,,,,Y,http://policy.nec.go.kr/plc/common/downloadFile.do?requestedFileName=100137419.pdf&requestedFullPath=20200415/PDF/PBINFO/4302/003_100137419_20200403_1.pdf
