cmd,pageIndex,pageSubIndex,pageUnit,pageSize,subPageSize,firstIndex,lastIndex,recordCountPerPage,currentPage,searchWord,searchKey,sgId,subSgId,sgName,menuId,menuName,upperMenuId,urlPathName,menuDepth,menuSgId,cvId,cvName,wiwsidocode,wiwid,wiwname,sortYn,sggid,sggname,hSgId,hRegionId,hGuId,hSggId,sgBireYn,jdid,jdname,huboid,hbjname,hbjgiho,hbjjikup,hbjhakruk,cnt,sgTypecode,filename,fileinfo,fileTypeCode,filePathName,updtFileName,fileTypeName,psgId,psidoId,pwiwid,psggid,psubSgId,roleId,phGuId,atchSeqNo,hbjgihosangse,hSubSgId,psggname,elecEndYn,fileDispYn,pdfLink
I,1,1,10,10,10,1,1,10,1,,,20200415,,,,,,,,,,,,,,,2430202,청주시흥덕구,,,,,,5031,국가혁명배당금당,100135355,서동신,7,건설업,미원고등학교 졸업,30,,Gsg4302/Hb100135355/gicho/thumbnail.100135355.JPG,선거공보||20200415/PDF/PBINFO/4302/003_100135355_20200403_1.pdf||,,,,,,,,,,,,,,,,,Y,http://policy.nec.go.kr/plc/common/downloadFile.do?requestedFileName=100135355.pdf&requestedFullPath=20200415/PDF/PBINFO/4302/003_100135355_20200403_1.pdf
I,1,1,10,10,10,1,1,10,1,,,20200415,,,,,,,,,,,,,,,2440101,천안시갑,,,,,,100,더불어민주당,100136766,문진석,1,단국대학교 초빙교수,서울과학기술대학교 에너지환경대학원 박사과정 수료,44,,Gsg4418/Hb100136766/gicho/thumbnail.100136766.JPG,선거공보||20200415/PDF/PBINFO/4418/003_100136766_20200404_1.pdf||,,,,,,,,,,,,,,,,,Y,http://policy.nec.go.kr/plc/common/downloadFile.do?requestedFileName=100136766.pdf&requestedFullPath=20200415/PDF/PBINFO/4418/003_100136766_20200404_1.pdf
I,1,1,10,10,10,1,1,10,1,,,20200415,,,,,,,,,,,,,,,2440101,천안시갑,,,,,,200,미래통합당,100136513,신범철,2,정당인,"미국조지타운대학교 법학전문대학원졸업(법학박사, 2005.8-2007.5)",44,,Gsg4418/Hb100136513/gicho/thumbnail.100136513.JPEG,선거공보||20200415/PDF/PBINFO/4418/003_100136513_20200404_1.pdf||,,,,,,,,,,,,,,,,,Y,http://policy.nec.go.kr/plc/common/downloadFile.do?requestedFileName=100136513.pdf&requestedFullPath=20200415/PDF/PBINFO/4418/003_100136513_20200404_1.pdf
I,1,1,10,10,10,1,1,10,1,,,20200415,,,,,,,,,,,,,,,2440101,천안시갑,,,,,,5000,우리공화당,100137224,정조희,7,정당인,한영신학대학교(현 서울한영대학교)대학원졸업(신학석사),44,,Gsg4418/Hb100137224/gicho/thumbnail.100137224.JPG,선거공보||20200415/PDF/PBINFO/4418/003_100137224_20200404_1.pdf||,,,,,,,,,,,,,,,,,Y,http://policy.nec.go.kr/plc/common/downloadFile.do?requestedFileName=100137224.pdf&requestedFullPath=20200415/PDF/PBINFO/4418/003_100137224_20200404_1.pdf
I,1,1,10,10,10,1,1,10,1,,,20200415,,,,,,,,,,,,,,,2440101,천안시갑,,,,,,5044,친박신당,100137561,조세빈,8,정당인,단국대학교 TESOL대학원(TESOL학석사)졸업,44,,Gsg4418/Hb100137561/gicho/thumbnail.100137561.JPG,선거공보||20200415/PDF/PBINFO/4418/003_100137561_20200404_1.pdf||,,,,,,,,,,,,,,,,,Y,http://policy.nec.go.kr/plc/common/downloadFile.do?requestedFileName=100137561.pdf&requestedFullPath=20200415/PDF/PBINFO/4418/003_100137561_20200404_1.pdf
I,1,1,10,10,10,1,1,10,1,,,20200415,,,,,,,,,,,,,,,2440101,천안시갑,,,,,,5031,국가혁명배당금당,100137981,김재원,9,회사원,동양공업전문대학 자동화시스템계열 메카트로닉스전공 졸업,44,,Gsg4418/Hb100137981/gicho/thumbnail.100137981.JPG,선거공보||20200415/PDF/PBINFO/4418/003_100137981_20200404_1.pdf||,,,,,,,,,,,,,,,,,Y,http://policy.nec.go.kr/plc/common/downloadFile.do?requestedFileName=100137981.pdf&requestedFullPath=20200415/PDF/PBINFO/4418/003_100137981_20200404_1.pdf
I,1,1,10,10,10,1,1,10,1,,,20200415,,,,,,,,,,,,,,,2440102,천안시을,,,,,,100,더불어민주당,100136702,박완주,1,국회의원,성균관대학교 한국철학과 졸업,44,,Gsg4417/Hb100136702/gicho/thumbnail.100136702.JPG,선거공보||20200415/PDF/PBINFO/4417/003_100136702_20200404_1.pdf||,,,,,,,,,,,,,,,,,Y,http://policy.nec.go.kr/plc/common/downloadFile.do?requestedFileName=100136702.pdf&requestedFullPath=20200415/PDF/PBINFO/4417/003_100136702_20200404_1.pdf
I,1,1,10,10,10,1,1,10,1,,,20200415,,,,,,,,,,,,,,,2440102,천안시을,,,,,,200,미래통합당,100137474,이정만,2,법률사무소 정성 대표 변호사,연세대학교 법무대학원 졸업(산업재산권법 법학석사),44,,Gsg4417/Hb100137474/gicho/thumbnail.100137474.JPG,선거공보||20200415/PDF/PBINFO/4417/003_100137474_20200404_1.pdf||,,,,,,,,,,,,,,,,,Y,http://policy.nec.go.kr/plc/common/downloadFile.do?requestedFileName=100137474.pdf&requestedFullPath=20200415/PDF/PBINFO/4417/003_100137474_20200404_1.pdf
I,1,1,10,10,10,1,1,10,1,,,20200415,,,,,,,,,,,,,,,2440102,천안시을,,,,,,730,정의당,100136790,박성필,6,치과의사,연세대학교 대학원 졸업(치의학석사),44,,Gsg4417/Hb100136790/gicho/thumbnail.100136790.JPG,선거공보||20200415/PDF/PBINFO/4417/003_100136790_20200404_1.pdf||,,,,,,,,,,,,,,,,,Y,http://policy.nec.go.kr/plc/common/downloadFile.do?requestedFileName=100136790.pdf&requestedFullPath=20200415/PDF/PBINFO/4417/003_100136790_20200404_1.pdf
I,1,1,10,10,10,1,1,10,1,,,20200415,,,,,,,,,,,,,,,2440102,천안시을,,,,,,5010,민중당,100136877,이영남,7,노동자(교육공무직),경북전문대학교 식품가공과 졸업(식품공업전문학사),44,,Gsg4417/Hb100136877/gicho/thumbnail.100136877.JPG,선거공보||20200415/PDF/PBINFO/4417/003_100136877_20200404_1.pdf||,,,,,,,,,,,,,,,,,Y,http://policy.nec.go.kr/plc/common/downloadFile.do?requestedFileName=100136877.pdf&requestedFullPath=20200415/PDF/PBINFO/4417/003_100136877_20200404_1.pdf
I,1,1,10,10,10,1,1,10,1,,,20200415,,,,,,,,,,,,,,,2440102,천안시을,,,,,,5031,국가혁명배당금당,100136075,김성용,8,회사원,동아대학교 기계공학과 졸업,44,,Gsg4417/Hb100136075/gicho/thumbnail.100136075.JPG,선거공보||20200415/PDF/PBINFO/4417/003_100136075_20200404_1.pdf||,,,,,,,,,,,,,,,,,Y,http://policy.nec.go.kr/plc/common/downloadFile.do?requestedFileName=100136075.pdf&requestedFullPath=20200415/PDF/PBINFO/4417/003_100136075_20200404_1.pdf
I,1,1,10,10,10,1,1,10,1,,,20200415,,,,,,,,,,,,,,,2440103,천안시병,,,,,,100,더불어민주당,100137353,이정문,1,변호사,한양대학교 법과대학 법학과 졸업,44,,Gsg4418/Hb100137353/gicho/thumbnail.100137353.JPG,선거공보||20200415/PDF/PBINFO/4418/003_100137353_20200404_1.pdf||,,,,,,,,,,,,,,,,,Y,http://policy.nec.go.kr/plc/common/downloadFile.do?requestedFileName=100137353.pdf&requestedFullPath=20200415/PDF/PBINFO/4418/003_100137353_20200404_1.pdf
I,1,1,10,10,10,1,1,10,1,,,20200415,,,,,,,,,,,,,,,2440103,천안시병,,,,,,200,미래통합당,100136816,이창수,2,정당인,단국대학교 국어국문학과 졸업,44,,Gsg4418/Hb100136816/gicho/thumbnail.100136816.JPG,선거공보||20200415/PDF/PBINFO/4418/003_100136816_20200404_1.pdf||,,,,,,,,,,,,,,,,,Y,http://policy.nec.go.kr/plc/common/downloadFile.do?requestedFileName=100136816.pdf&requestedFullPath=20200415/PDF/PBINFO/4418/003_100136816_20200404_1.pdf
I,1,1,10,10,10,1,1,10,1,,,20200415,,,,,,,,,,,,,,,2450101,전주시갑,,,,,,100,더불어민주당,100134742,김윤덕,1,정당인,전북대학교 상과대학 회계학과 졸업,44,,Gsg4501/Hb100134742/gicho/thumbnail.100134742.JPG,선거공보||20200415/PDF/PBINFO/4501/003_100134742_20200403_1.pdf||,,,,,,,,,,,,,,,,,Y,http://policy.nec.go.kr/plc/common/downloadFile.do?requestedFileName=100134742.pdf&requestedFullPath=20200415/PDF/PBINFO/4501/003_100134742_20200403_1.pdf
I,1,1,10,10,10,1,1,10,1,,,20200415,,,,,,,,,,,,,,,2450101,전주시갑,,,,,,730,정의당,100137544,염경석,6,정당인,전북대학교 법무대학원 석사과정 수료,44,,Gsg4501/Hb100137544/gicho/thumbnail.100137544.JPG,선거공보||20200415/PDF/PBINFO/4501/003_100137544_20200403_1.pdf||,,,,,,,,,,,,,,,,,Y,http://policy.nec.go.kr/plc/common/downloadFile.do?requestedFileName=100137544.pdf&requestedFullPath=20200415/PDF/PBINFO/4501/003_100137544_20200403_1.pdf
I,1,1,10,10,10,1,1,10,1,,,20200415,,,,,,,,,,,,,,,2450101,전주시갑,,,,,,5031,국가혁명배당금당,100135565,하태윤,7,정당인,미기재,44,,Gsg4501/Hb100135565/gicho/thumbnail.100135565.JPG,선거공보||20200415/PDF/PBINFO/4501/003_100135565_20200403_1.pdf||,,,,,,,,,,,,,,,,,Y,http://policy.nec.go.kr/plc/common/downloadFile.do?requestedFileName=100135565.pdf&requestedFullPath=20200415/PDF/PBINFO/4501/003_100135565_20200403_1.pdf
I,1,1,10,10,10,1,1,10,1,,,20200415,,,,,,,,,,,,,,,2450101,전주시갑,,,,,,3040,기독자유통일당,100137979,허성진,8,정당인,고려대학교 인문대학 북한학과 졸업,44,,Gsg4501/Hb100137979/gicho/thumbnail.100137979.JPG,선거공보||20200415/PDF/PBINFO/4501/003_100137979_20200403_1.pdf||,,,,,,,,,,,,,,,,,Y,http://policy.nec.go.kr/plc/common/downloadFile.do?requestedFileName=100137979.pdf&requestedFullPath=20200415/PDF/PBINFO/4501/003_100137979_20200403_1.pdf
I,1,1,10,10,10,1,1,10,1,,,20200415,,,,,,,,,,,,,,,2450101,전주시갑,,,,,,9999,무소속,100136712,김광수,9,국회의원,전북대학교 행정대학원 석사과정 졸업(지방자치학과),44,,Gsg4501/Hb100136712/gicho/thumbnail.100136712.JPG,선거공보||20200415/PDF/PBINFO/4501/003_100136712_20200403_1.pdf||,,,,,,,,,,,,,,,,,Y,http://policy.nec.go.kr/plc/common/downloadFile.do?requestedFileName=100136712.pdf&requestedFullPath=20200415/PDF/PBINFO/4501/003_100136712_20200403_1.pdf
I,1,1,10,10,10,1,1,10,1,,,20200415,,,,,,,,,,,,,,,2450101,전주시갑,,,,,,9999,무소속,100135082,이범석,10,퀵기사(오토바이 배달),장로회신학대학교 대학원 신학과 졸업,44,,Gsg4501/Hb100135082/gicho/thumbnail.100135082.JPG,선거공보||20200415/PDF/PBINFO/4501/003_100135082_20200403_1.pdf||,,,,,,,,,,,,,,,,,Y,http://policy.nec.go.kr/plc/common/downloadFile.do?requestedFileName=100135082.pdf&requestedFullPath=20200415/PDF/PBINFO/4501/003_100135082_20200403_1.pdf
I,1,1,10,10,10,1,1,10,1,,,20200415,,,,,,,,,,,,,,,2450102,전주시을,,,,,,100,더불어민주당,100135891,이상직,1,정당인,고려대학교 경영대학원 졸업(경영학 석사),44,,Gsg4501/Hb100135891/gicho/thumbnail.100135891.JPG,선거공보||20200415/PDF/PBINFO/4501/003_100135891_20200403_1.pdf||,,,,,,,,,,,,,,,,,Y,http://policy.nec.go.kr/plc/common/downloadFile.do?requestedFileName=100135891.pdf&requestedFullPath=20200415/PDF/PBINFO/4501/003_100135891_20200403_1.pdf
I,1,1,10,10,10,1,1,10,1,,,20200415,,,,,,,,,,,,,,,2450102,전주시을,,,,,,200,미래통합당,100137504,이수진,2,한국고령화정책연구원 원장,경희대학교 대학원 행정학과 졸업(행정학박사),44,,Gsg4501/Hb100137504/gicho/thumbnail.100137504.JPG,선거공보||20200415/PDF/PBINFO/4501/003_100137504_20200404_2.pdf||,,,,,,,,,,,,,,,,,Y,http://policy.nec.go.kr/plc/common/downloadFile.do?requestedFileName=100137504.pdf&requestedFullPath=20200415/PDF/PBINFO/4501/003_100137504_20200404_2.pdf
I,1,1,10,10,10,1,1,10,1,,,20200415,,,,,,,,,,,,,,,2450102,전주시을,,,,,,2080,민생당,100137153,조형철,3,정당인,전주대학교 법학과 졸업,44,,Gsg4501/Hb100137153/gicho/thumbnail.100137153.JPG,선거공보||20200415/PDF/PBINFO/4501/003_100137153_20200404_1.pdf||,,,,,,,,,,,,,,,,,Y,http://policy.nec.go.kr/plc/common/downloadFile.do?requestedFileName=100137153.pdf&requestedFullPath=20200415/PDF/PBINFO/4501/003_100137153_20200404_1.pdf
I,1,1,10,10,10,1,1,10,1,,,20200415,,,,,,,,,,,,,,,2450102,전주시을,,,,,,730,정의당,100137262,오형수,6,국민건강보험공단 직원,원광대학교행정대학원 졸업(사회복지학석사),44,,Gsg4501/Hb100137262/gicho/thumbnail.100137262.JPG,선거공보||20200415/PDF/PBINFO/4501/003_100137262_20200403_1.pdf||,,,,,,,,,,,,,,,,,Y,http://policy.nec.go.kr/plc/common/downloadFile.do?requestedFileName=100137262.pdf&requestedFullPath=20200415/PDF/PBINFO/4501/003_100137262_20200403_1.pdf
I,1,1,10,10,10,1,1,10,1,,,20200415,,,,,,,,,,,,,,,2450102,전주시을,,,,,,5031,국가혁명배당금당,100136247,김주완,7,정당인,미기재,44,,Gsg4501/Hb100136247/gicho/thumbnail.100136247.JPG,선거공보||20200415/PDF/PBINFO/4501/003_100136247_20200403_1.pdf||,,,,,,,,,,,,,,,,,Y,http://policy.nec.go.kr/plc/common/downloadFile.do?requestedFileName=100136247.pdf&requestedFullPath=20200415/PDF/PBINFO/4501/003_100136247_20200403_1.pdf
I,1,1,10,10,10,1,1,10,1,,,20200415,,,,,,,,,,,,,,,2450102,전주시을,,,,,,9999,무소속,100134744,성치두,8,정치인,한국외국어대학교 대학원 정치외교학과 박사과정 수료,44,,Gsg4501/Hb100134744/gicho/thumbnail.100134744.JPG,선거공보||20200415/PDF/PBINFO/4501/003_100134744_20200403_1.pdf||,,,,,,,,,,,,,,,,,Y,http://policy.nec.go.kr/plc/common/downloadFile.do?requestedFileName=100134744.pdf&requestedFullPath=20200415/PDF/PBINFO/4501/003_100134744_20200403_1.pdf
I,1,1,10,10,10,1,1,10,1,,,20200415,,,,,,,,,,,,,,,2460101,목포시,,,,,,100,더불어민주당,100134665,김원이,1,정당인,성균관대학교 인문대학 사학과 졸업,44,,Gsg4601/Hb100134665/gicho/thumbnail.100134665.JPG,선거공보||20200415/PDF/PBINFO/4601/003_100134665_20200403_1.pdf||,,,,,,,,,,,,,,,,,Y,http://policy.nec.go.kr/plc/common/downloadFile.do?requestedFileName=100134665.pdf&requestedFullPath=20200415/PDF/PBINFO/4601/003_100134665_20200403_1.pdf
I,1,1,10,10,10,1,1,10,1,,,20200415,,,,,,,,,,,,,,,2460101,목포시,,,,,,200,미래통합당,100137632,황규원,2,(주)캐릭터콘텐츠문화진흥원 이사,대구가톨릭대학교 관광경영학과 졸업,44,,Gsg4601/Hb100137632/gicho/thumbnail.100137632.JPG,선거공보||20200415/PDF/PBINFO/4601/003_100137632_20200403_1.pdf||,,,,,,,,,,,,,,,,,Y,http://policy.nec.go.kr/plc/common/downloadFile.do?requestedFileName=100137632.pdf&requestedFullPath=20200415/PDF/PBINFO/4601/003_100137632_20200403_1.pdf
I,1,1,10,10,10,1,1,10,1,,,20200415,,,,,,,,,,,,,,,2460101,목포시,,,,,,2080,민생당,100137514,박지원,3,정치인,단국대학교 상경대학 상학과 졸업,44,,Gsg4601/Hb100137514/gicho/thumbnail.100137514.JPG,선거공보||20200415/PDF/PBINFO/4601/003_100137514_20200403_1.pdf||,,,,,,,,,,,,,,,,,Y,http://policy.nec.go.kr/plc/common/downloadFile.do?requestedFileName=100137514.pdf&requestedFullPath=20200415/PDF/PBINFO/4601/003_100137514_20200403_1.pdf
I,1,1,10,10,10,1,1,10,1,,,20200415,,,,,,,,,,,,,,,2460101,목포시,,,,,,730,정의당,100137283,윤소하,6,국회의원,목포대학교 경영대학 경영학과 졸업,44,,Gsg4601/Hb100137283/gicho/thumbnail.100137283.JPG,선거공보||20200415/PDF/PBINFO/4601/003_100137283_20200403_1.pdf||,,,,,,,,,,,,,,,,,Y,http://policy.nec.go.kr/plc/common/downloadFile.do?requestedFileName=100137283.pdf&requestedFullPath=20200415/PDF/PBINFO/4601/003_100137283_20200403_1.pdf
I,1,1,10,10,10,1,1,10,1,,,20200415,,,,,,,,,,,,,,,2460201,여수시갑,,,,,,100,더불어민주당,100135153,주철현,1,변호사,성균관대학교 법학과 졸업,44,,Gsg4602/Hb100135153/gicho/thumbnail.100135153.JPG,선거공보||20200415/PDF/PBINFO/4602/003_100135153_20200402_1.pdf||,,,,,,,,,,,,,,,,,Y,http://policy.nec.go.kr/plc/common/downloadFile.do?requestedFileName=100135153.pdf&requestedFullPath=20200415/PDF/PBINFO/4602/003_100135153_20200402_1.pdf
I,1,1,10,10,10,1,1,10,1,,,20200415,,,,,,,,,,,,,,,2460201,여수시갑,,,,,,200,미래통합당,100138042,심정우,2,중흥석유화학 유한회사 대표,연세대학교 행정대학원 지방자치·도시행정 전공 석사 졸업,44,,Gsg4602/Hb100138042/gicho/thumbnail.100138042.JPG,선거공보||20200415/PDF/PBINFO/4602/003_100138042_20200402_1.pdf||,,,,,,,,,,,,,,,,,Y,http://policy.nec.go.kr/plc/common/downloadFile.do?requestedFileName=100138042.pdf&requestedFullPath=20200415/PDF/PBINFO/4602/003_100138042_20200402_1.pdf
I,1,1,10,10,10,1,1,10,1,,,20200415,,,,,,,,,,,,,,,2460201,여수시갑,,,,,,5031,국가혁명배당금당,100138035,장수희,7,부동산업,성의여자고등학교 졸업,44,,Gsg4602/Hb100138035/gicho/thumbnail.100138035.JPEG,선거공보||20200415/PDF/PBINFO/4602/003_100138035_20200404_2.pdf||,,,,,,,,,,,,,,,,,Y,http://policy.nec.go.kr/plc/common/downloadFile.do?requestedFileName=100138035.pdf&requestedFullPath=20200415/PDF/PBINFO/4602/003_100138035_20200404_2.pdf
I,1,1,10,10,10,1,1,10,1,,,20200415,,,,,,,,,,,,,,,2460201,여수시갑,,,,,,9999,무소속,100136439,이용주,8,국회의원,서울대학교 법과대학 사법학과 졸업,44,,Gsg4602/Hb100136439/gicho/thumbnail.100136439.JPG,선거공보||20200415/PDF/PBINFO/4602/003_100136439_20200405_2.pdf||,,,,,,,,,,,,,,,,,Y,http://policy.nec.go.kr/plc/common/downloadFile.do?requestedFileName=100136439.pdf&requestedFullPath=20200415/PDF/PBINFO/4602/003_100136439_20200405_2.pdf
I,1,1,10,10,10,1,1,10,1,,,20200415,,,,,,,,,,,,,,,2460202,여수시을,,,,,,100,더불어민주당,100134970,김회재,1,변호사,연세대학교 법과대학 법학과 졸업,44,,Gsg4602/Hb100134970/gicho/thumbnail.100134970.JPG,선거공보||20200415/PDF/PBINFO/4602/003_100134970_20200405_2.pdf||,,,,,,,,,,,,,,,,,Y,http://policy.nec.go.kr/plc/common/downloadFile.do?requestedFileName=100134970.pdf&requestedFullPath=20200415/PDF/PBINFO/4602/003_100134970_20200405_2.pdf
I,1,1,10,10,10,1,1,10,1,,,20200415,,,,,,,,,,,,,,,2460202,여수시을,,,,,,200,미래통합당,100138023,임동하,2,정당인,완주중학교 졸업,44,,Gsg4602/Hb100138023/gicho/thumbnail.100138023.JPG,선거공보||20200415/PDF/PBINFO/4602/003_100138023_20200402_1.pdf||,,,,,,,,,,,,,,,,,Y,http://policy.nec.go.kr/plc/common/downloadFile.do?requestedFileName=100138023.pdf&requestedFullPath=20200415/PDF/PBINFO/4602/003_100138023_20200402_1.pdf
I,1,1,10,10,10,1,1,10,1,,,20200415,,,,,,,,,,,,,,,2460202,여수시을,,,,,,730,정의당,100137699,김진수,6,시인,전남대학교 산학협력대학원 문화산업학과 졸업(경영학 석사),44,,Gsg4602/Hb100137699/gicho/thumbnail.100137699.JPG,선거공보||20200415/PDF/PBINFO/4602/003_100137699_20200402_1.pdf||,,,,,,,,,,,,,,,,,Y,http://policy.nec.go.kr/plc/common/downloadFile.do?requestedFileName=100137699.pdf&requestedFullPath=20200415/PDF/PBINFO/4602/003_100137699_20200402_1.pdf
I,1,1,10,10,10,1,1,10,1,,,20200415,,,,,,,,,,,,,,,2460202,여수시을,,,,,,9999,무소속,100136241,권세도,7,정치인,조선대학교 대학원 법학과 졸업,44,,Gsg4602/Hb100136241/gicho/thumbnail.100136241.JPG,선거공보||20200415/PDF/PBINFO/4602/003_100136241_20200402_1.pdf||,,,,,,,,,,,,,,,,,Y,http://policy.nec.go.kr/plc/common/downloadFile.do?requestedFileName=100136241.pdf&requestedFullPath=20200415/PDF/PBINFO/4602/003_100136241_20200402_1.pdf
I,1,1,10,10,10,1,1,10,1,,,20200415,,,,,,,,,,,,,,,2470101,포항시북구,,,,,,100,더불어민주당,100134698,오중기,1,정당인,영남대학교 문과대학 철학과 졸업,59,,Gsg4701/Hb100134698/gicho/thumbnail.100134698.JPG,선거공보||20200415/PDF/PBINFO/4701/003_100134698_20200405_3.pdf||,,,,,,,,,,,,,,,,,Y,http://policy.nec.go.kr/plc/common/downloadFile.do?requestedFileName=100134698.pdf&requestedFullPath=20200415/PDF/PBINFO/4701/003_100134698_20200405_3.pdf
I,1,1,10,10,10,1,1,10,1,,,20200415,,,,,,,,,,,,,,,2470101,포항시북구,,,,,,200,미래통합당,100137384,김정재,2,국회의원,프랭클린피어스법과 대학원 졸업(J.D 2001.8.~2004.5.),59,,Gsg4701/Hb100137384/gicho/thumbnail.100137384.JPG,선거공보||20200415/PDF/PBINFO/4701/003_100137384_20200402_2.pdf||,,,,,,,,,,,,,,,,,Y,http://policy.nec.go.kr/plc/common/downloadFile.do?requestedFileName=100137384.pdf&requestedFullPath=20200415/PDF/PBINFO/4701/003_100137384_20200402_2.pdf
I,1,1,10,10,10,1,1,10,1,,,20200415,,,,,,,,,,,,,,,2470101,포항시북구,,,,,,730,정의당,100135114,박창호,6,정당인,위덕대학교 사회복지전공 졸업,59,,Gsg4701/Hb100135114/gicho/thumbnail.100135114.JPG,선거공보||20200415/PDF/PBINFO/4701/003_100135114_20200404_1.pdf||,,,,,,,,,,,,,,,,,Y,http://policy.nec.go.kr/plc/common/downloadFile.do?requestedFileName=100135114.pdf&requestedFullPath=20200415/PDF/PBINFO/4701/003_100135114_20200404_1.pdf
I,1,1,10,10,10,1,1,10,1,,,20200415,,,,,,,,,,,,,,,2470101,포항시북구,,,,,,5031,국가혁명배당금당,100137495,박건우,7,거류기업대표,대구 대건고등학교 졸업,59,,Gsg4701/Hb100137495/gicho/thumbnail.100137495.JPG,선거공보||20200415/PDF/PBINFO/4701/003_100137495_20200404_2.pdf||,,,,,,,,,,,,,,,,,Y,http://policy.nec.go.kr/plc/common/downloadFile.do?requestedFileName=100137495.pdf&requestedFullPath=20200415/PDF/PBINFO/4701/003_100137495_20200404_2.pdf
